bbl,facdomain,facgroup,facsubgrp,factype,facname,overagency,address,id
3012030044,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),CHARTER K-12 SCHOOLS,CHARTER SCHOOL,UNCOMMON CHARTER HIGH SCHOOL,NYC Department of Education,1485 PACIFIC STREET,30696
3012030044,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),CHARTER K-12 SCHOOLS,CHARTER SCHOOL,ACHIEVEMENT FIRST BROOKLYN HS,NYC Department of Education,1485 PACIFIC STREET,1259
3012030044,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),CHARTER K-12 SCHOOLS,CHARTER SCHOOL,WILLIAMSBURG COLLEGIATE CS-ANNEX,NYC Department of Education,1485 PACIFIC STREET,32334
3012030044,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),CHARTER K-12 SCHOOLS,CHARTER SCHOOL,ACHIEVEMENT FIRST CHARTER SCHOOL 10,NYC Department of Education,1485 PACIFIC STREET,1263
3012030044,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),CHARTER K-12 SCHOOLS,CHARTER SCHOOL,ACHIEVEMENT FIRST CHARTER SCHOOL 11,NYC Department of Education,1485 PACIFIC STREET,1264
3012030044,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),CHARTER K-12 SCHOOLS,CHARTER SCHOOL,KINGS COLLEGIATE CHARTER HIGH SCHOOL,NYC Department of Education,1485 PACIFIC STREET,15999
3012120072,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,820 STABIL REHAB REINTEGRATION,"ANCHOR HOUSE, INC. SRR 1",NYS Office of Alcoholism and Substance Abuse Services,1041 BERGEN STREET,2016
3012120072,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,820 STABIL REHAB REINTEGRATION,"ANCHOR HOUSE, INC. SRR",NYS Office of Alcoholism and Substance Abuse Services,1041 BERGEN STREET,2015
3012130005,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,COMMUNITY VACATION BIBLE SCHOOL,NYC Department of Education,1200 DEAN STREET,8433
3012130005,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,"NEW LIFE OF NYC, INC.",NYC Department of Education,1200 DEAN STREET,19434
3012160046,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH),NYC Department of Education,150 ALBANY AVENUE,23192
3012160046,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,ACADEMY FOR HEALTH CAREERS,NYC Department of Education,150 ALBANY AVENUE,1184
3012400034,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,PARK PLACE DAYCARE,NYC Department of Health and Mental Hygiene,822 PARK PLACE,23082
3012400034,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,PARK PLACE DC INC.,NYC Department of Health and Mental Hygiene,742 NOSTRAND AVENUE,23083
3012650011,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),NON-PUBLIC K-12 SCHOOLS,ELEMENTARY SCHOOL - NON-PUBLIC,ARISTA PREP SCHOOL,NYC Department of Education,275 KINGSTON AVENUE,2194
3012650011,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),NON-PUBLIC K-12 SCHOOLS,ELEMENTARY SCHOOL - NON-PUBLIC,LAMPLIGHTERS YESHIVAH,NYC Department of Education,275 KINGSTON AVENUE,16385
3013360064,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,PARKING LOTS AND GARAGES,TOW TRUCK COMPANY,MATT'S TOWING CORP.,NYC Department of Consumer Affairs,1775 PACIFIC STREET,17961
3013360064,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,PARKING LOTS AND GARAGES,TOW TRUCK COMPANY,MATT'S AUTOMOTIVE CORP,NYC Department of Consumer Affairs,1775 PACIFIC STREET,17960
3013410012,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,BROOKLYN KINDERGARTEN SOCIETY,NYC Department of Health and Mental Hygiene,1640 PACIFIC STREET,4744
3013410012,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,EDWARD L. CLEVELAND DCC,NYC Administration for Childrens Services,1640 PACIFIC STREET,10235
3013440001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,KINGSBOROUGH (2),NYC Department of Education,129 KINGSBORO 1 WALK,16049
3013440001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,KINGSBOROUGH SUMMER LUNCH,NYC Department of Education,341 KINGSBOROUGH-3RD WALK,16053
3013650009,HEALTH AND HUMAN SERVICES,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,CROWN HEIGHTS CHILD & ADOLESCENT HEALTH CLINIC,NYS Department of Health,1218 PROSPECT PLACE,8966
3013650009,HEALTH AND HUMAN SERVICES,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,CROWN HEIGHTS HEALTH CENTER,NYS Department of Health,1218 PROSPECT PLACE,8970
3013670022,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,XPOSURE FOUNDATION INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,188 ROCHESTER AVENUE,32615
3013670022,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,188 ROCHESTER AVENUE,29516
3013700029,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),CHARTER K-12 SCHOOLS,CHARTER SCHOOL,KIPP AMP ELEMENTARY CHARTER SCHOOL,NYC Department of Education,1224 PARK PLACE,16102
3013700029,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),CHARTER K-12 SCHOOLS,CHARTER SCHOOL,KIPP AMP CHARTER SCHOOL,NYC Department of Education,1224 PARK PL-4TH FL,16100
3013700029,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,1224 PARK PLACE,27539
3013700029,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,KIPP NEW YORK INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,1224 PARK PLACE,16110
3013850033,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,SCHOOL BASED CHILD CARE - PRESCHOOL,THE CATHEDRAL SCHOOL OF BROOKLYN,NYC Department of Health and Mental Hygiene,1492 ST JOHNS PLACE,29240
3013850033,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,SCHOOL BASED CHILD CARE - PRESCHOOL,STARS AND KNIGHTS,NYC Department of Health and Mental Hygiene,1492 ST JOHNS PLACE,28273
3013870029,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,ST JOHN'S PLACE FAMILY CTR. #2,NYC Department of Education,1630 ST JOHN'S PLACE,27765
3013870029,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,ST JOHN'S PLACE,NYC Department of Education,1630 ST JOHN'S PLACE,27762
3013970028,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,CARRIBEAN AMERICAN SPORTS,NYC Department of Education,1168 EASTERN PARKWAY,5574
3013970028,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,STARS AND NIGHT DAY CARE,NYC Department of Education,1168 EASTERN PARKWAY,28274
3014170007,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,UNITED LUBAVITAH SCHOOL,NYC Department of Health and Mental Hygiene,570 CROWN STREET,30952
3014170007,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,BABOVE 37- UNITED LUBAVITCHER,NYC Administration for Childrens Services,570 CROWN STREET,2563
3014280047,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,"YELED VYALDA EARLY CHILDHOOD CENTER, INC.",NYC Department of Health and Mental Hygiene,739 EAST NEW YORK AVENUE,32671
3014280047,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,ALL MY CHILDREN DAY CARE 16,NYC Administration for Childrens Services,739 EAST NEW YORK AVENUE,1701
3014310012,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,ACT PROGRAM KINGS,NYS Office of Mental Health,2010 ATLANTIC AVENUE,1293
3014310012,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,EASTERN PARKWAY,NYS Office of Mental Health,2010 ATLANTIC AVENUE,10097
3014310012,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,BROOKLYN STREETS TO HOMES ACT TEAM,NYS Office of Mental Health,2010 ATLANTIC AVENUE,4879
3014370001,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,BUSHWICK ACTT,NYS Office of Mental Health,2384 ATLANTIC AVENUE,5066
3014370001,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,ICL EAST NEW YORK PROS,NYS Office of Mental Health,2384 ATLANTIC AVENUE,14551
3014370001,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,EAST BROOKLYN ACT TEAM,NYS Office of Mental Health,2384 ATLANTIC AVENUE,9928
3014370001,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,CENTRAL BROOKLYN ACTT,NYS Office of Mental Health,2384 ATLANTIC AVENUE,5880
3014370001,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,ICL BRIDGER TEAM - NON-MEDICAID CC,NYS Office of Mental Health,2384 ATLANTIC AVENUE,14549
3014370001,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,HEALTH  HOME CARE MANAGEMENT C&Y,NYS Office of Mental Health,2384 ATLANTIC AVENUE,13546
3014370001,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,HEALTH HOME NON MEDICAID CARE MANAGEMENT C&Y,NYS Office of Mental Health,2384 ATLANTIC AVENUE,13571
3014450004,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,BROOKLYN DAY TREATMENT PROGRAM,NYS Office of Mental Health,1819 BERGEN STREET,4658
3014450004,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,BROOKLYN CHILDREN'S BEHAVIORAL HEALTH CLINIC,NYS Office of Mental Health,1819 BERGEN STREET,4602
3014450004,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,NYC CHILDREN'S CENTER BROOKLYN C&Y ICM,NYS Office of Mental Health,1819 BERGEN STREET,20169
3014450004,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,BROOKLYN LEARNING RESOURCE CENTER,NYS Office of Mental Health,1819 BERGEN STREET,4759
3014480001,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,BROOKLYN COLLEGIATE 1,NYC Department of Youth and Community Development,2240 DEAN STREET,4641
3014480001,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,BROOKLYN COLLEGIATE 2,NYC Department of Youth and Community Development,2240 DEAN STREET,4642
3014570032,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,NEW YORK JUNIOR TENNIS LEAGUE INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,430 HOWARD AVENUE,19690
3014570032,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,430 HOWARD AVENUE,27579
3014800002,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,"ADAPTIVE SOLUTIONS MULTI SERVICES (SLP, PT, OT, PSYCH)",NYC Department of Health and Mental Hygiene,992 GATES AVENUE,1326
3014800002,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,GOOD SAMARITAN FULTON DAY CARE CENTER - INFANT/TODDLER,NYC Department of Health and Mental Hygiene,992 GATES AVENUE,12628
3014800002,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,THE JOY OF LEARNING DAY CARE CENTER,NYC Department of Health and Mental Hygiene,992 GATES AVENUE,29753
3015480019,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,ARTHUR S. SOMERS PLAYGROUND,NYC Department of Education,E NEW YORK & BUFFALO AVE,2260
3015480019,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,LINCOLN TERRACE PARK,NYC Department of Education,EAST NY AVE BETWEEN ROCHESTER AND PORTAL,16815
3015480019,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,PROGRAMS FOR PEOPLE WITH DISABILITIES,PROGRAMS FOR PEOPLE WITH DISABILITIES,LONG LIFE INFO & REFERRAL NETWORK,NYS Office for People With Developmental Disabilities,1958 FULTON STREET,17058
3015480019,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,PROGRAMS FOR PEOPLE WITH DISABILITIES,PROGRAMS FOR PEOPLE WITH DISABILITIES,METROPOLITAN FAMILY SERVICES  INC.,NYS Office for People With Developmental Disabilities,1958 FULTON STREET,18213
3015500001,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,1137 HERKIMER STREET,27537
3015500001,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,CAMBA INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,1137 HERKIMER STREET,5284
3015700031,HEALTH AND HUMAN SERVICES,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,URBAN STRATEGIES/BROOKDALE FAMILY CARE CENTER,NYS Department of Health,1873 EASTERN PARKWAY,31217
3015700031,HEALTH AND HUMAN SERVICES,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,BROOKDALE UNIVERSITY HOSPITAL AND MEDICAL CENTER HIV TESTING SERVICES: ROUTINE TESTING IN CLINICAL SETTINGS,NYC Department of Health and Mental Hygiene,1873 EASTERN PARKWAY,4492
3015800001,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,SUMNER CHILDREN'S CENTER,NYC Administration for Childrens Services,860 PARK AVENUE,28706
3015800001,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,BROOKLYN KINDERGARTEN SOCIETY,NYC Department of Health and Mental Hygiene,860 PARK AVENUE,4745
3015880001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,NYCHA-RESTORATION VILLAGE,NYC Department of Education,300 VERNON AVENUE,20370
3015880001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,RESTORE VILLAGE HOUSING CORP.,NYC Department of Education,109 MARCUS GARVEY BOULEVARD,25340
3016020019,"EDUCATION, CHILD WELFARE, AND YOUTH",CAMPS,CAMPS,CAMP - ALL AGE,NEW YORK EDGE,NYC Department of Health and Mental Hygiene,990 DEKALB AVENUE,19617
3016020019,"EDUCATION, CHILD WELFARE, AND YOUTH",CAMPS,CAMPS,CAMP - ALL AGE,ST. CHRISTOPHER-OTTILIE SUMMER ENRICHMENT PROGRAM,NYC Department of Health and Mental Hygiene,990 DEKALB AVENUE,27956
3016130019,HEALTH AND HUMAN SERVICES,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,AFTER HOURS PROJECT HIV TESTING SERVICES: SOCIAL NETWORK STRATEGY TESTING IN NON-CLINICAL SETTINGS,NYC Department of Health and Mental Hygiene,1204 BROADWAY,1448
3016130019,HEALTH AND HUMAN SERVICES,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,AFTER HOURS PROJECT HIV TESTING SERVICES: PRIORITY POPULATIONS TESTING IN NON-CLINICAL SETTINGS,NYC Department of Health and Mental Hygiene,1204 BROADWAY,1443
3016160001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,FOR YOUTH INITIATIVE SUMMER CAMP,NYC Department of Education,125 STUYVESANT AVENUE,11580
3016160001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,JESSE OWENS PLAYGROUND,NYC Department of Education,LAFAYETTE ST BTW STUYVESANT & MALCOLM X,70
3016160001,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - PUBLIC,J.H.S. 057 WHITELAW REID,NYC Department of Education,125 STUYVESANT AVENUE,15127
3016160001,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - PUBLIC,MADIBA PREP MIDDLE SCHOOL,NYC Department of Education,1014 LAFAYETTE AVENUE,17432
3016160001,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,GOOD SHEPHERD SERVICES AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,1014 LAFAYETTE AVENUE,12636
3016160001,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,SPORTS AND ARTS IN SCHOOL FOUNDATION INC AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,125 STUYVESANT AVENUE,27540
3016360001,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),CHARTER K-12 SCHOOLS,CHARTER SCHOOL,LA CIMA CHARTER SCHOOL,NYC Department of Education,800 GATES AVENUE,16266
3016360001,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),CHARTER K-12 SCHOOLS,CHARTER SCHOOL,BEDFORD STUY COLLEGIATE CHARTER SCH,NYC Department of Education,800 GATES AVENUE,3000
3016730001,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),CHARTER K-12 SCHOOLS,CHARTER SCHOOL,EXCELLENCE BOYS CHARTER MIDDLE ACAD,NYC Department of Education,225 PATCHEN AVENUE,10907
3016730001,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),CHARTER K-12 SCHOOLS,CHARTER SCHOOL,EXCELLENCE BOYS CHAR SCH-BED STUY,NYC Department of Education,225 PATCHEN AVENUE,10906
3016740011,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,SCO FAMILY OF SERVICES AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,272 MCDONOUGH STREET,26372
3016740011,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,SCO FAMILY OF SERVICES AFTERSCHOOL PROGRAMS,NYC Department of Youth and Community Development,272 MACDONOUGH STREET,26371
3016880001,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,BREVOORT CHILDREN'S CENTER,NYC Administration for Childrens Services,250 RALPH AVENUE,3855
3016880001,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,BREVOORT CHILDREN'S CENTER,NYC Department of Health and Mental Hygiene,250 RALPH AVENUE,3856
3017010001,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,RESEARCH AND SERVICE HIGH SCHOOL,NYC Department of Education,1700 FULTON STREET,25282
3017010001,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,BOYS AND GIRLS HIGH SCHOOL,NYC Department of Education,1700 FULTON STREET,3802
3017010001,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,HIGH SCHOOL - PUBLIC,NELSON MANDELA HIGH SCHOOL,NYC Department of Education,1700 FULTON STREET,19265
3017040025,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,BISHOP SEXTON HEAD START,NYC Department of Health and Mental Hygiene,933 HERKIMER STREET,3419
3017040025,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,BISHOP SEXTON,NYC Administration for Childrens Services,933 HERKIMER STREET,3417
3017050001,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,INTERFAITH MEDICAL CENTER MENTAL HEALTH CLINIC,NYS Office of Mental Health,1545 ATLANTIC AVENUE,14799
3017050001,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,INTERFAITH MEDICAL CENTER PARTIAL HOSPITAL,NYS Office of Mental Health,1545 ATLANTIC AVENUE,14803
3017190001,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,MARCY CHILDREN'S CENTER,NYC Administration for Childrens Services,494 MARCY AVENUE,17800
3017190001,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,SHELTERING ARMS CHILDREN AND FAMILY SERVICES,NYC Department of Health and Mental Hygiene,494 MARCY AVENUE,26714
3017230001,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,OUTPATIENT CHILD & ADOLESCENT MENTAL HEALTH CLINIC,NYS Office of Mental Health,760 BROADWAY,21072
3017230001,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,ASSERTIVE COMMUNITY TREATMENT,NYS Office of Mental Health,760 BROADWAY,2367
3017230001,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,OUTPATIENT ADULT MENTAL HEALTH CLINIC,NYS Office of Mental Health,760 BROADWAY,21057
3017400001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,NYCHA-TOMPKINS HOUSES,NYC Department of Education,736 PARK AVENUE,20383
3017400001,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,CHILD NUTRITION,SUMMER ONLY FEEDING SITE,TOMPKINS (2),NYC Department of Education,736 PARK AVENUE,30300
3017400001,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,TOMPKINS CHILDREN'S CENTER,NYC Department of Health and Mental Hygiene,730 PARK AVENUE,30301
3017400001,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DAY CARE,DAY CARE,TOMPKINS CHILDRENS CENTER,NYC Administration for Childrens Services,730 PARK AVENUE,30303
3017400001,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","HEALTHY FAMILIES FAMILY SUPPORT,NDA PROGRAMS",TOMPKINS RESIDENT ASSOCIATION OFFICE,NYC Department of Youth and Community Development,77 TOMPKINS AVENUE,30306
